equipamento_id,timestamp,hora,minuto,dia_semana,mes,operando,consumo_kwh,solar_kwh,irradiancia_wm2,tarifa_rs_kwh,temperatura_c,cobertura_solar_pct,classe_risco,score_risco,custo_rs
8,2024-05-05 19:15:00,19,15,6,5,1,3.8995,0.0,0.0,0.58,16.4,0.0,1,59,2.2617
1,2024-05-05 19:30:00,19,30,6,5,0,0.2874,0.0,0.0,0.58,11.7,0.0,1,54,0.1667
2,2024-05-05 19:30:00,19,30,6,5,0,0.1969,0.0,0.0,0.58,11.7,0.0,1,55,0.1142
3,2024-05-05 19:30:00,19,30,6,5,0,0.1503,0.0,0.0,0.58,11.7,0.0,1,58,0.0872
4,2024-05-05 19:30:00,19,30,6,5,0,0.1488,0.0,0.0,0.58,11.7,0.0,1,51,0.0863
5,2024-05-05 19:30:00,19,30,6,5,0,0.1022,0.0,0.0,0.58,11.7,0.0,1,56,0.0593
6,2024-05-05 19:30:00,19,30,6,5,0,0.0976,0.0,0.0,0.58,11.7,0.0,1,59,0.0566
7,2024-05-05 19:30:00,19,30,6,5,0,0.0554,0.0,0.0,0.58,11.7,0.0,1,58,0.0321
8,2024-05-05 19:30:00,19,30,6,5,1,4.448,0.0,0.0,0.58,11.7,0.0,1,59,2.5798
1,2024-05-05 19:45:00,19,45,6,5,0,0.2459,0.0,0.0,0.58,14.0,0.0,1,57,0.1426
2,2024-05-05 19:45:00,19,45,6,5,0,0.1913,0.0,0.0,0.58,14.0,0.0,1,57,0.111
3,2024-05-05 19:45:00,19,45,6,5,0,0.1667,0.0,0.0,0.58,14.0,0.0,1,54,0.0967
4,2024-05-05 19:45:00,19,45,6,5,0,0.167,0.0,0.0,0.58,14.0,0.0,1,58,0.0969
5,2024-05-05 19:45:00,19,45,6,5,0,0.1209,0.0,0.0,0.58,14.0,0.0,1,60,0.0701
6,2024-05-05 19:45:00,19,45,6,5,0,0.0908,0.0,0.0,0.58,14.0,0.0,1,59,0.0527
7,2024-05-05 19:45:00,19,45,6,5,0,0.0452,0.0,0.0,0.58,14.0,0.0,1,52,0.0262
8,2024-05-05 19:45:00,19,45,6,5,0,0.061,0.0,0.0,0.58,14.0,0.0,1,57,0.0354
1,2024-05-05 20:00:00,20,0,6,5,1,17.5133,0.0,0.0,0.58,15.5,0.0,2,85,10.1577
2,2024-05-05 20:00:00,20,0,6,5,0,0.2076,0.0,0.0,0.58,15.5,0.0,1,54,0.1204
3,2024-05-05 20:00:00,20,0,6,5,0,0.1682,0.0,0.0,0.58,15.5,0.0,1,55,0.0976
4,2024-05-05 20:00:00,20,0,6,5,0,0.1661,0.0,0.0,0.58,15.5,0.0,1,54,0.0963
5,2024-05-05 20:00:00,20,0,6,5,0,0.1009,0.0,0.0,0.58,15.5,0.0,1,53,0.0585
6,2024-05-05 20:00:00,20,0,6,5,0,0.1346,0.0,0.0,0.58,15.5,0.0,1,57,0.0781
7,2024-05-05 20:00:00,20,0,6,5,0,0.0658,0.0,0.0,0.58,15.5,0.0,1,52,0.0382
8,2024-05-05 20:00:00,20,0,6,5,0,0.0644,0.0,0.0,0.58,15.5,0.0,1,55,0.0374
1,2024-05-05 20:15:00,20,15,6,5,0,0.2963,0.0,0.0,0.58,14.7,0.0,1,57,0.1719
2,2024-05-05 20:15:00,20,15,6,5,0,0.2105,0.0,0.0,0.58,14.7,0.0,1,54,0.1221
3,2024-05-05 20:15:00,20,15,6,5,0,0.1469,0.0,0.0,0.58,14.7,0.0,1,60,0.0852
4,2024-05-05 20:15:00,20,15,6,5,0,0.1479,0.0,0.0,0.58,14.7,0.0,1,55,0.0858
5,2024-05-05 20:15:00,20,15,6,5,0,0.1142,0.0,0.0,0.58,14.7,0.0,1,51,0.0662
6,2024-05-05 20:15:00,20,15,6,5,0,0.1077,0.0,0.0,0.58,14.7,0.0,1,60,0.0625
7,2024-05-05 20:15:00,20,15,6,5,0,0.0607,0.0,0.0,0.58,14.7,0.0,1,56,0.0352
8,2024-05-05 20:15:00,20,15,6,5,0,0.0831,0.0,0.0,0.58,14.7,0.0,1,58,0.0482
1,2024-05-05 20:30:00,20,30,6,5,0,0.2534,0.0,0.0,0.58,13.6,0.0,1,56,0.147
2,2024-05-05 20:30:00,20,30,6,5,0,0.2266,0.0,0.0,0.58,13.6,0.0,1,64,0.1314
3,2024-05-05 20:30:00,20,30,6,5,0,0.1975,0.0,0.0,0.58,13.6,0.0,1,57,0.1145
4,2024-05-05 20:30:00,20,30,6,5,1,7.4612,0.0,0.0,0.58,13.6,0.0,1,61,4.3275
5,2024-05-05 20:30:00,20,30,6,5,0,0.1319,0.0,0.0,0.58,13.6,0.0,1,54,0.0765
6,2024-05-05 20:30:00,20,30,6,5,0,0.0959,0.0,0.0,0.58,13.6,0.0,1,58,0.0556
7,2024-05-05 20:30:00,20,30,6,5,0,0.0602,0.0,0.0,0.58,13.6,0.0,1,60,0.0349
8,2024-05-05 20:30:00,20,30,6,5,0,0.0822,0.0,0.0,0.58,13.6,0.0,1,57,0.0477
1,2024-05-05 20:45:00,20,45,6,5,0,0.3182,0.0,0.0,0.58,12.7,0.0,1,56,0.1846
2,2024-05-05 20:45:00,20,45,6,5,0,0.2027,0.0,0.0,0.58,12.7,0.0,1,58,0.1176
3,2024-05-05 20:45:00,20,45,6,5,0,0.1661,0.0,0.0,0.58,12.7,0.0,1,61,0.0963
4,2024-05-05 20:45:00,20,45,6,5,1,7.2149,0.0,0.0,0.58,12.7,0.0,1,52,4.1846
5,2024-05-05 20:45:00,20,45,6,5,0,0.1186,0.0,0.0,0.58,12.7,0.0,1,58,0.0688
6,2024-05-05 20:45:00,20,45,6,5,0,0.0989,0.0,0.0,0.58,12.7,0.0,1,59,0.0574
7,2024-05-05 20:45:00,20,45,6,5,0,0.0561,0.0,0.0,0.58,12.7,0.0,1,55,0.0325
8,2024-05-05 20:45:00,20,45,6,5,0,0.0761,0.0,0.0,0.58,12.7,0.0,1,60,0.0441
1,2024-05-05 21:00:00,21,0,6,5,0,0.2711,0.0,0.0,0.58,15.0,0.0,1,59,0.1572
2,2024-05-05 21:00:00,21,0,6,5,0,0.2606,0.0,0.0,0.58,15.0,0.0,1,55,0.1511
3,2024-05-05 21:00:00,21,0,6,5,0,0.1843,0.0,0.0,0.58,15.0,0.0,1,57,0.1069
4,2024-05-05 21:00:00,21,0,6,5,0,0.1687,0.0,0.0,0.58,15.0,0.0,1,59,0.0978
5,2024-05-05 21:00:00,21,0,6,5,0,0.0952,0.0,0.0,0.58,15.0,0.0,1,53,0.0552
6,2024-05-05 21:00:00,21,0,6,5,0,0.1083,0.0,0.0,0.58,15.0,0.0,1,55,0.0628
7,2024-05-05 21:00:00,21,0,6,5,0,0.0583,0.0,0.0,0.58,15.0,0.0,1,59,0.0338
8,2024-05-05 21:00:00,21,0,6,5,0,0.0751,0.0,0.0,0.58,15.0,0.0,1,56,0.0436
1,2024-05-05 21:15:00,21,15,6,5,0,0.2313,0.0,0.0,0.58,14.1,0.0,1,59,0.1342
2,2024-05-05 21:15:00,21,15,6,5,0,0.2233,0.0,0.0,0.58,14.1,0.0,1,56,0.1295
3,2024-05-05 21:15:00,21,15,6,5,0,0.1403,0.0,0.0,0.58,14.1,0.0,1,50,0.0814
4,2024-05-05 21:15:00,21,15,6,5,0,0.1293,0.0,0.0,0.58,14.1,0.0,1,58,0.075
5,2024-05-05 21:15:00,21,15,6,5,0,0.1282,0.0,0.0,0.58,14.1,0.0,1,58,0.0744
6,2024-05-05 21:15:00,21,15,6,5,0,0.1263,0.0,0.0,0.58,14.1,0.0,1,56,0.0733
7,2024-05-05 21:15:00,21,15,6,5,0,0.0606,0.0,0.0,0.58,14.1,0.0,1,54,0.0351
8,2024-05-05 21:15:00,21,15,6,5,1,3.8076,0.0,0.0,0.58,14.1,0.0,1,51,2.2084
1,2024-05-05 21:30:00,21,30,6,5,0,0.2486,0.0,0.0,0.58,14.2,0.0,1,53,0.1442
2,2024-05-05 21:30:00,21,30,6,5,0,0.1852,0.0,0.0,0.58,14.2,0.0,1,56,0.1074
3,2024-05-05 21:30:00,21,30,6,5,0,0.1601,0.0,0.0,0.58,14.2,0.0,1,57,0.0929
4,2024-05-05 21:30:00,21,30,6,5,0,0.1454,0.0,0.0,0.58,14.2,0.0,1,61,0.0843
5,2024-05-05 21:30:00,21,30,6,5,0,0.1155,0.0,0.0,0.58,14.2,0.0,1,58,0.067
6,2024-05-05 21:30:00,21,30,6,5,0,0.0925,0.0,0.0,0.58,14.2,0.0,1,55,0.0536
7,2024-05-05 21:30:00,21,30,6,5,1,3.2643,0.0,0.0,0.58,14.2,0.0,1,57,1.8933
8,2024-05-05 21:30:00,21,30,6,5,0,0.0841,0.0,0.0,0.58,14.2,0.0,1,54,0.0488
1,2024-05-05 21:45:00,21,45,6,5,0,0.3057,0.0,0.0,0.58,12.7,0.0,1,59,0.1773
2,2024-05-05 21:45:00,21,45,6,5,0,0.189,0.0,0.0,0.58,12.7,0.0,1,59,0.1096
3,2024-05-05 21:45:00,21,45,6,5,0,0.1834,0.0,0.0,0.58,12.7,0.0,1,59,0.1064
4,2024-05-05 21:45:00,21,45,6,5,0,0.1225,0.0,0.0,0.58,12.7,0.0,1,57,0.071
5,2024-05-05 21:45:00,21,45,6,5,0,0.091,0.0,0.0,0.58,12.7,0.0,1,53,0.0528
6,2024-05-05 21:45:00,21,45,6,5,0,0.1151,0.0,0.0,0.58,12.7,0.0,1,55,0.0668
7,2024-05-05 21:45:00,21,45,6,5,1,3.0242,0.0,0.0,0.58,12.7,0.0,1,58,1.754
8,2024-05-05 21:45:00,21,45,6,5,0,0.0853,0.0,0.0,0.58,12.7,0.0,1,53,0.0495
1,2024-05-05 22:00:00,22,0,6,5,0,0.3306,0.0,0.0,0.58,17.5,0.0,1,55,0.1917
2,2024-05-05 22:00:00,22,0,6,5,0,0.1827,0.0,0.0,0.58,17.5,0.0,1,55,0.106
3,2024-05-05 22:00:00,22,0,6,5,0,0.1643,0.0,0.0,0.58,17.5,0.0,1,58,0.0953
4,2024-05-05 22:00:00,22,0,6,5,1,7.9233,0.0,0.0,0.58,17.5,0.0,1,61,4.5955
5,2024-05-05 22:00:00,22,0,6,5,0,0.1139,0.0,0.0,0.58,17.5,0.0,1,60,0.0661
6,2024-05-05 22:00:00,22,0,6,5,0,0.0941,0.0,0.0,0.58,17.5,0.0,1,54,0.0546
7,2024-05-05 22:00:00,22,0,6,5,0,0.0556,0.0,0.0,0.58,17.5,0.0,1,55,0.0322
8,2024-05-05 22:00:00,22,0,6,5,0,0.0803,0.0,0.0,0.58,17.5,0.0,1,57,0.0466
1,2024-05-05 22:15:00,22,15,6,5,0,0.3306,0.0,0.0,0.58,15.0,0.0,1,52,0.1917
2,2024-05-05 22:15:00,22,15,6,5,0,0.2028,0.0,0.0,0.58,15.0,0.0,1,59,0.1176
3,2024-05-05 22:15:00,22,15,6,5,1,8.2753,0.0,0.0,0.58,15.0,0.0,1,53,4.7997
4,2024-05-05 22:15:00,22,15,6,5,0,0.1507,0.0,0.0,0.58,15.0,0.0,1,58,0.0874
5,2024-05-05 22:15:00,22,15,6,5,0,0.1203,0.0,0.0,0.58,15.0,0.0,1,47,0.0698
6,2024-05-05 22:15:00,22,15,6,5,0,0.1074,0.0,0.0,0.58,15.0,0.0,1,54,0.0623
7,2024-05-05 22:15:00,22,15,6,5,0,0.0529,0.0,0.0,0.58,15.0,0.0,1,54,0.0307
8,2024-05-05 22:15:00,22,15,6,5,1,4.4011,0.0,0.0,0.58,15.0,0.0,1,58,2.5526
1,2024-05-05 22:30:00,22,30,6,5,0,0.2912,0.0,0.0,0.58,12.5,0.0,1,58,0.1689
2,2024-05-05 22:30:00,22,30,6,5,0,0.2314,0.0,0.0,0.58,12.5,0.0,1,64,0.1342
3,2024-05-05 22:30:00,22,30,6,5,0,0.1682,0.0,0.0,0.58,12.5,0.0,1,53,0.0976
4,2024-05-05 22:30:00,22,30,6,5,0,0.1539,0.0,0.0,0.58,12.5,0.0,1,54,0.0893
5,2024-05-05 22:30:00,22,30,6,5,0,0.1237,0.0,0.0,0.58,12.5,0.0,1,57,0.0717
6,2024-05-05 22:30:00,22,30,6,5,0,0.0961,0.0,0.0,0.58,12.5,0.0,1,52,0.0557
7,2024-05-05 22:30:00,22,30,6,5,0,0.0559,0.0,0.0,0.58,12.5,0.0,1,55,0.0324
8,2024-05-05 22:30:00,22,30,6,5,1,3.6045,0.0,0.0,0.58,12.5,0.0,1,60,2.0906
1,2024-05-05 22:45:00,22,45,6,5,0,0.3274,0.0,0.0,0.58,11.8,0.0,1,58,0.1899
2,2024-05-05 22:45:00,22,45,6,5,1,12.0378,0.0,0.0,0.58,11.8,0.0,1,59,6.9819
3,2024-05-05 22:45:00,22,45,6,5,0,0.1548,0.0,0.0,0.58,11.8,0.0,1,50,0.0898
4,2024-05-05 22:45:00,22,45,6,5,0,0.1483,0.0,0.0,0.58,11.8,0.0,1,54,0.086
5,2024-05-05 22:45:00,22,45,6,5,0,0.1268,0.0,0.0,0.58,11.8,0.0,1,52,0.0735
6,2024-05-05 22:45:00,22,45,6,5,0,0.1068,0.0,0.0,0.58,11.8,0.0,1,54,0.0619
7,2024-05-05 22:45:00,22,45,6,5,0,0.0525,0.0,0.0,0.58,11.8,0.0,1,57,0.0304
8,2024-05-05 22:45:00,22,45,6,5,0,0.0743,0.0,0.0,0.58,11.8,0.0,1,52,0.0431
1,2024-05-05 23:00:00,23,0,6,5,0,0.3104,0.0,0.0,0.58,16.7,0.0,1,58,0.18
2,2024-05-05 23:00:00,23,0,6,5,0,0.2597,0.0,0.0,0.58,16.7,0.0,1,57,0.1506
3,2024-05-05 23:00:00,23,0,6,5,0,0.1575,0.0,0.0,0.58,16.7,0.0,1,56,0.0914
4,2024-05-05 23:00:00,23,0,6,5,0,0.1502,0.0,0.0,0.58,16.7,0.0,1,55,0.0871
5,2024-05-05 23:00:00,23,0,6,5,0,0.1017,0.0,0.0,0.58,16.7,0.0,1,55,0.059
6,2024-05-05 23:00:00,23,0,6,5,0,0.098,0.0,0.0,0.58,16.7,0.0,1,57,0.0568
7,2024-05-05 23:00:00,23,0,6,5,0,0.0601,0.0,0.0,0.58,16.7,0.0,1,58,0.0349
8,2024-05-05 23:00:00,23,0,6,5,1,3.6602,0.0,0.0,0.58,16.7,0.0,1,60,2.1229
1,2024-05-05 23:15:00,23,15,6,5,0,0.2883,0.0,0.0,0.58,14.3,0.0,1,58,0.1672
2,2024-05-05 23:15:00,23,15,6,5,0,0.189,0.0,0.0,0.58,14.3,0.0,1,57,0.1096
3,2024-05-05 23:15:00,23,15,6,5,0,0.1866,0.0,0.0,0.58,14.3,0.0,1,51,0.1082
4,2024-05-05 23:15:00,23,15,6,5,0,0.1572,0.0,0.0,0.58,14.3,0.0,1,55,0.0912
5,2024-05-05 23:15:00,23,15,6,5,0,0.1307,0.0,0.0,0.58,14.3,0.0,1,60,0.0758
6,2024-05-05 23:15:00,23,15,6,5,0,0.1084,0.0,0.0,0.58,14.3,0.0,1,49,0.0629
7,2024-05-05 23:15:00,23,15,6,5,0,0.0551,0.0,0.0,0.58,14.3,0.0,1,63,0.032
8,2024-05-05 23:15:00,23,15,6,5,1,4.1522,0.0,0.0,0.58,14.3,0.0,1,60,2.4083
1,2024-05-05 23:30:00,23,30,6,5,0,0.2292,0.0,0.0,0.58,13.1,0.0,1,53,0.1329
2,2024-05-05 23:30:00,23,30,6,5,0,0.2325,0.0,0.0,0.58,13.1,0.0,1,54,0.1348
3,2024-05-05 23:30:00,23,30,6,5,1,8.8931,0.0,0.0,0.58,13.1,0.0,1,60,5.158
4,2024-05-05 23:30:00,23,30,6,5,0,0.1651,0.0,0.0,0.58,13.1,0.0,1,59,0.0958
5,2024-05-05 23:30:00,23,30,6,5,0,0.1127,0.0,0.0,0.58,13.1,0.0,1,57,0.0654
6,2024-05-05 23:30:00,23,30,6,5,0,0.1037,0.0,0.0,0.58,13.1,0.0,1,59,0.0601
7,2024-05-05 23:30:00,23,30,6,5,0,0.0671,0.0,0.0,0.58,13.1,0.0,1,53,0.0389
8,2024-05-05 23:30:00,23,30,6,5,0,0.0733,0.0,0.0,0.58,13.1,0.0,1,54,0.0425
1,2024-05-05 23:45:00,23,45,6,5,0,0.2988,0.0,0.0,0.58,16.8,0.0,1,62,0.1733
2,2024-05-05 23:45:00,23,45,6,5,0,0.2247,0.0,0.0,0.58,16.8,0.0,1,56,0.1303
3,2024-05-05 23:45:00,23,45,6,5,0,0.1833,0.0,0.0,0.58,16.8,0.0,1,55,0.1063
4,2024-05-05 23:45:00,23,45,6,5,0,0.145,0.0,0.0,0.58,16.8,0.0,1,53,0.0841
5,2024-05-05 23:45:00,23,45,6,5,0,0.1,0.0,0.0,0.58,16.8,0.0,1,58,0.058
6,2024-05-05 23:45:00,23,45,6,5,0,0.0973,0.0,0.0,0.58,16.8,0.0,1,59,0.0564
7,2024-05-05 23:45:00,23,45,6,5,0,0.0636,0.0,0.0,0.58,16.8,0.0,1,55,0.0369
8,2024-05-05 23:45:00,23,45,6,5,0,0.0715,0.0,0.0,0.58,16.8,0.0,1,61,0.0415
1,2024-05-06 00:00:00,0,0,0,5,0,0.2521,0.0,0.0,0.52,23.0,0.0,1,55,0.1311
2,2024-05-06 00:00:00,0,0,0,5,0,0.2104,0.0,0.0,0.52,23.0,0.0,1,55,0.1094
3,2024-05-06 00:00:00,0,0,0,5,0,0.1825,0.0,0.0,0.52,23.0,0.0,1,52,0.0949
4,2024-05-06 00:00:00,0,0,0,5,0,0.1507,0.0,0.0,0.52,23.0,0.0,1,52,0.0784
5,2024-05-06 00:00:00,0,0,0,5,1,5.6623,0.0,0.0,0.52,23.0,0.0,1,53,2.9444
6,2024-05-06 00:00:00,0,0,0,5,0,0.1018,0.0,0.0,0.52,23.0,0.0,1,52,0.0529
7,2024-05-06 00:00:00,0,0,0,5,0,0.0489,0.0,0.0,0.52,23.0,0.0,1,54,0.0254
8,2024-05-06 00:00:00,0,0,0,5,0,0.0631,0.0,0.0,0.52,23.0,0.0,1,52,0.0328
1,2024-05-06 00:15:00,0,15,0,5,0,0.3099,0.0,0.0,0.52,22.3,0.0,1,55,0.1611
2,2024-05-06 00:15:00,0,15,0,5,0,0.1866,0.0,0.0,0.52,22.3,0.0,1,56,0.097
3,2024-05-06 00:15:00,0,15,0,5,1,9.2023,0.0,0.0,0.52,22.3,0.0,1,58,4.7852
4,2024-05-06 00:15:00,0,15,0,5,0,0.1708,0.0,0.0,0.52,22.3,0.0,1,59,0.0888
5,2024-05-06 00:15:00,0,15,0,5,0,0.1347,0.0,0.0,0.52,22.3,0.0,1,57,0.07
6,2024-05-06 00:15:00,0,15,0,5,0,0.1005,0.0,0.0,0.52,22.3,0.0,1,52,0.0523
7,2024-05-06 00:15:00,0,15,0,5,0,0.0459,0.0,0.0,0.52,22.3,0.0,1,61,0.0239
8,2024-05-06 00:15:00,0,15,0,5,1,4.404,0.0,0.0,0.52,22.3,0.0,1,60,2.2901
1,2024-05-06 00:30:00,0,30,0,5,0,0.2778,0.0,0.0,0.52,21.3,0.0,1,55,0.1445
2,2024-05-06 00:30:00,0,30,0,5,0,0.2632,0.0,0.0,0.52,21.3,0.0,1,59,0.1369
3,2024-05-06 00:30:00,0,30,0,5,0,0.1876,0.0,0.0,0.52,21.3,0.0,1,50,0.0976
4,2024-05-06 00:30:00,0,30,0,5,0,0.167,0.0,0.0,0.52,21.3,0.0,1,58,0.0868
5,2024-05-06 00:30:00,0,30,0,5,0,0.1076,0.0,0.0,0.52,21.3,0.0,1,55,0.056
6,2024-05-06 00:30:00,0,30,0,5,0,0.13,0.0,0.0,0.52,21.3,0.0,1,52,0.0676
7,2024-05-06 00:30:00,0,30,0,5,0,0.0462,0.0,0.0,0.52,21.3,0.0,1,52,0.024
8,2024-05-06 00:30:00,0,30,0,5,1,3.9679,0.0,0.0,0.52,21.3,0.0,1,59,2.0633
1,2024-05-06 00:45:00,0,45,0,5,0,0.3264,0.0,0.0,0.52,20.9,0.0,1,52,0.1697
2,2024-05-06 00:45:00,0,45,0,5,0,0.2551,0.0,0.0,0.52,20.9,0.0,1,61,0.1327
3,2024-05-06 00:45:00,0,45,0,5,1,9.9951,0.0,0.0,0.52,20.9,0.0,1,47,5.1975
4,2024-05-06 00:45:00,0,45,0,5,1,7.8043,0.0,0.0,0.52,20.9,0.0,1,49,4.0582
5,2024-05-06 00:45:00,0,45,0,5,0,0.1124,0.0,0.0,0.52,20.9,0.0,1,52,0.0584
6,2024-05-06 00:45:00,0,45,0,5,1,6.8093,0.0,0.0,0.52,20.9,0.0,1,46,3.5408
7,2024-05-06 00:45:00,0,45,0,5,0,0.0481,0.0,0.0,0.52,20.9,0.0,1,50,0.025
8,2024-05-06 00:45:00,0,45,0,5,1,4.129,0.0,0.0,0.52,20.9,0.0,1,53,2.1471
1,2024-05-06 01:00:00,1,0,0,5,0,0.2955,0.0,0.0,0.52,26.0,0.0,1,57,0.1537
2,2024-05-06 01:00:00,1,0,0,5,0,0.2223,0.0,0.0,0.52,26.0,0.0,1,58,0.1156
3,2024-05-06 01:00:00,1,0,0,5,0,0.1612,0.0,0.0,0.52,26.0,0.0,1,59,0.0838
4,2024-05-06 01:00:00,1,0,0,5,0,0.1497,0.0,0.0,0.52,26.0,0.0,1,51,0.0778
5,2024-05-06 01:00:00,1,0,0,5,0,0.1282,0.0,0.0,0.52,26.0,0.0,1,54,0.0667
6,2024-05-06 01:00:00,1,0,0,5,0,0.0961,0.0,0.0,0.52,26.0,0.0,1,55,0.05
7,2024-05-06 01:00:00,1,0,0,5,0,0.0592,0.0,0.0,0.52,26.0,0.0,1,54,0.0308
8,2024-05-06 01:00:00,1,0,0,5,1,4.2297,0.0,0.0,0.52,26.0,0.0,1,55,2.1994
1,2024-05-06 01:15:00,1,15,0,5,0,0.3108,0.0,0.0,0.52,24.3,0.0,1,53,0.1616
2,2024-05-06 01:15:00,1,15,0,5,0,0.2269,0.0,0.0,0.52,24.3,0.0,1,52,0.118
3,2024-05-06 01:15:00,1,15,0,5,0,0.1466,0.0,0.0,0.52,24.3,0.0,1,51,0.0762
4,2024-05-06 01:15:00,1,15,0,5,0,0.1296,0.0,0.0,0.52,24.3,0.0,1,51,0.0674
5,2024-05-06 01:15:00,1,15,0,5,0,0.0992,0.0,0.0,0.52,24.3,0.0,1,53,0.0516
6,2024-05-06 01:15:00,1,15,0,5,0,0.0913,0.0,0.0,0.52,24.3,0.0,1,56,0.0475
7,2024-05-06 01:15:00,1,15,0,5,0,0.0592,0.0,0.0,0.52,24.3,0.0,1,55,0.0308
8,2024-05-06 01:15:00,1,15,0,5,1,3.753,0.0,0.0,0.52,24.3,0.0,1,55,1.9516
1,2024-05-06 01:30:00,1,30,0,5,0,0.295,0.0,0.0,0.52,24.0,0.0,1,56,0.1534
2,2024-05-06 01:30:00,1,30,0,5,0,0.1882,0.0,0.0,0.52,24.0,0.0,1,49,0.0979
3,2024-05-06 01:30:00,1,30,0,5,0,0.1808,0.0,0.0,0.52,24.0,0.0,1,60,0.094
4,2024-05-06 01:30:00,1,30,0,5,0,0.1674,0.0,0.0,0.52,24.0,0.0,1,56,0.087
5,2024-05-06 01:30:00,1,30,0,5,0,0.0987,0.0,0.0,0.52,24.0,0.0,1,55,0.0513
6,2024-05-06 01:30:00,1,30,0,5,0,0.1049,0.0,0.0,0.52,24.0,0.0,1,49,0.0545
7,2024-05-06 01:30:00,1,30,0,5,0,0.0644,0.0,0.0,0.52,24.0,0.0,1,59,0.0335
8,2024-05-06 01:30:00,1,30,0,5,1,4.0564,0.0,0.0,0.52,24.0,0.0,1,59,2.1093
1,2024-05-06 01:45:00,1,45,0,5,0,0.2624,0.0,0.0,0.52,24.4,0.0,1,53,0.1364
2,2024-05-06 01:45:00,1,45,0,5,0,0.2291,0.0,0.0,0.52,24.4,0.0,1,57,0.1191
3,2024-05-06 01:45:00,1,45,0,5,0,0.1494,0.0,0.0,0.52,24.4,0.0,1,49,0.0777
4,2024-05-06 01:45:00,1,45,0,5,0,0.136,0.0,0.0,0.52,24.4,0.0,1,54,0.0707
5,2024-05-06 01:45:00,1,45,0,5,0,0.1335,0.0,0.0,0.52,24.4,0.0,1,56,0.0694
6,2024-05-06 01:45:00,1,45,0,5,0,0.1343,0.0,0.0,0.52,24.4,0.0,1,53,0.0698
7,2024-05-06 01:45:00,1,45,0,5,0,0.0454,0.0,0.0,0.52,24.4,0.0,1,51,0.0236
8,2024-05-06 01:45:00,1,45,0,5,1,4.3961,0.0,0.0,0.52,24.4,0.0,1,54,2.286
1,2024-05-06 02:00:00,2,0,0,5,0,0.3302,0.0,0.0,0.52,24.7,0.0,1,55,0.1717
2,2024-05-06 02:00:00,2,0,0,5,0,0.2251,0.0,0.0,0.52,24.7,0.0,1,54,0.1171
3,2024-05-06 02:00:00,2,0,0,5,1,10.1334,0.0,0.0,0.52,24.7,0.0,1,58,5.2694
4,2024-05-06 02:00:00,2,0,0,5,0,0.1601,0.0,0.0,0.52,24.7,0.0,1,54,0.0833
5,2024-05-06 02:00:00,2,0,0,5,0,0.1079,0.0,0.0,0.52,24.7,0.0,1,53,0.0561
6,2024-05-06 02:00:00,2,0,0,5,0,0.104,0.0,0.0,0.52,24.7,0.0,1,48,0.0541
7,2024-05-06 02:00:00,2,0,0,5,0,0.0547,0.0,0.0,0.52,24.7,0.0,1,52,0.0284
8,2024-05-06 02:00:00,2,0,0,5,1,4.0866,0.0,0.0,0.52,24.7,0.0,1,57,2.125
1,2024-05-06 02:15:00,2,15,0,5,1,15.4751,0.0,0.0,0.52,27.1,0.0,2,82,8.0471
2,2024-05-06 02:15:00,2,15,0,5,0,0.2137,0.0,0.0,0.52,27.1,0.0,1,50,0.1111
3,2024-05-06 02:15:00,2,15,0,5,0,0.1975,0.0,0.0,0.52,27.1,0.0,1,54,0.1027
4,2024-05-06 02:15:00,2,15,0,5,0,0.1259,0.0,0.0,0.52,27.1,0.0,1,52,0.0655
5,2024-05-06 02:15:00,2,15,0,5,0,0.1179,0.0,0.0,0.52,27.1,0.0,1,55,0.0613
6,2024-05-06 02:15:00,2,15,0,5,0,0.0903,0.0,0.0,0.52,27.1,0.0,1,51,0.047
7,2024-05-06 02:15:00,2,15,0,5,0,0.0521,0.0,0.0,0.52,27.1,0.0,1,54,0.0271
8,2024-05-06 02:15:00,2,15,0,5,1,4.8087,0.0,0.0,0.52,27.1,0.0,1,53,2.5005
1,2024-05-06 02:30:00,2,30,0,5,0,0.3201,0.0,0.0,0.52,25.3,0.0,1,57,0.1665
2,2024-05-06 02:30:00,2,30,0,5,0,0.2617,0.0,0.0,0.52,25.3,0.0,1,52,0.1361
3,2024-05-06 02:30:00,2,30,0,5,0,0.1509,0.0,0.0,0.52,25.3,0.0,1,54,0.0785
4,2024-05-06 02:30:00,2,30,0,5,0,0.1786,0.0,0.0,0.52,25.3,0.0,1,56,0.0929
5,2024-05-06 02:30:00,2,30,0,5,0,0.1027,0.0,0.0,0.52,25.3,0.0,1,55,0.0534
6,2024-05-06 02:30:00,2,30,0,5,0,0.1115,0.0,0.0,0.52,25.3,0.0,1,60,0.058
7,2024-05-06 02:30:00,2,30,0,5,0,0.05,0.0,0.0,0.52,25.3,0.0,1,52,0.026
8,2024-05-06 02:30:00,2,30,0,5,1,4.3114,0.0,0.0,0.52,25.3,0.0,1,50,2.2419
1,2024-05-06 02:45:00,2,45,0,5,0,0.3325,0.0,0.0,0.52,26.0,0.0,1,53,0.1729
2,2024-05-06 02:45:00,2,45,0,5,0,0.2009,0.0,0.0,0.52,26.0,0.0,1,50,0.1045
3,2024-05-06 02:45:00,2,45,0,5,0,0.1682,0.0,0.0,0.52,26.0,0.0,1,56,0.0875
